LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0003366236-0001-5,EL PULGARCITO CORP,,10707 Glenoaks,Pacoima,10707 GLENOAKS 91331,,,,722110,Full-service restaurants,7,04/01/2023,,"(34.264, 34.264)"
0003362053-0001-3,PM UNIVERSITY PARK LLC,,358 W 38th #K14,Los Angeles,358 38TH 90037,,,,722110,Full-service restaurants,9,02/28/2023,,"(34.0149, 34.0149)"
0003141171-0001-9,RYE BAR LLC,TRAXX,800 N ALAMEDA STREET   SUITE #100,LOS ANGELES,800 ALAMEDA 90012,4515 Canoga,Woodland Hills,91364-4438,722110,Full-service restaurants,14,06/07/2019,,"(34.0562, -118.236)"
0003310871-0001-1,PRESTIGE MEDIA GROUP INC.,HEARTS & FLAME,225 S GAREY STREET,LOS ANGELES,225 GAREY 90012-4322,225 S GAREY STREET,LOS ANGELES,90012-4322,722110,Full-service restaurants,14,05/01/2022,,"(34.0465, -118.2352)"
0003351631-0001-2,VIKING 4111 LLC,CALI CHILLI -DTLA,200 S Los Angeles,Los Angeles,200 LOS ANGELES 90012,,,,722110,Full-service restaurants,14,04/03/2023,,"(34.0498, 34.0498)"
0000729075-0001-3,BAHADOR EVENT SPECIALIST INC,BAHADOR EVENT SPECIALIST,18750 OXNARD STREET UNIT #415,TARZANA,18750 OXNARD 91356-5915,,,,722110,Full-service restaurants,3,04/29/2002,,
0003364282-0001-1,ITALIA SARAVIA,BIRRIA MAMI,700 Robinson #1,Los Angeles,700 ROBINSON 90026,,,,722110,Full-service restaurants,13,03/21/2023,,"(34.0804, 34.0804)"
0003206319-0008-3,RBD CALIFORNIA RESTAURANTS LIMITED,KFC K312056,1148 W MANCHESTER AVENUE,LOS ANGELES,1148 Manchester 90044-3430,13191 Crossroads N #175,City Of Industry,91746-3474,722110,Full-service restaurants,8,09/01/2020,,"(33.9597, -118.2956)"
0003206319-0002-4,RBD CALIFORNIA RESTAURANTS LIMITED,KFC K312019,5720 S VERMONT AVENUE,LOS ANGELES,5720 Vermont 90037-3931,13191 Crossroads N #175,City Of Industry,91746-3474,722110,Full-service restaurants,9,09/01/2020,,"(33.9899, -118.2911)"
0002661881-0001-5,"861 N. LA CIENEGA ASSOCIATES, LLC",BARTON G. RESTAURANT,861 N LA CIENEGA BLVD,LOS ANGELES,861 LA CIENEGA 90069-4707,2815 Evans,Hollywood,33020-1119,722110,Full-service restaurants,5,06/01/2014,,"(34.0868, -118.3764)"
0002911523-0002-1,KG PARTNERS INC,WABA GRILL,18427   NORDHOFF STREET   UNIT #C,NORTHRIDGE,18427 NORDHOFF 91325-2279,19360 RINALDI STREET SUITE #471,PORTER RANCH,91326-1607,722110,Full-service restaurants,12,10/13/2016,,"(34.2357, -118.5348)"
0002249337-0010-6,THE HABIT RESTAURANTS LLC,THE HABIT BURGER GRILL,7307 N FIGUEROA STREET SUITE #202,LOS ANGELES,7307 FIGUEROA 90041-2512,1 Glen Bell,Irvine,92618-3344,722110,Full-service restaurants,14,08/13/2014,,"(34.1358, -118.1885)"
0003344055-0001-4,SUSHI GOKEN,,8205 Woodman #109,Van Nuys,8205 WOODMAN 91402-5424,,,,722110,Full-service restaurants,6,10/01/2022,,"(34.2196, 34.2196)"
0002249337-0009-2,THE HABIT RESTAURANTS LLC,THE HABIT BURGER GRILL,17132 VENTURA BLVD,ENCINO,17132 VENTURA 91316-4003,1 Glen Bell,Irvine,92618-3344,722110,Full-service restaurants,4,05/26/2004,,"(34.1603, -118.506)"
0003359114-0001-6,"ANJU HOUSE, INC.",,234 S Oxford,Los Angeles,234 OXFORD 90004,,,,722110,Full-service restaurants,10,02/27/2023,,"(34.0701, 34.0701)"
0000708267-0001-5,BEST ITALIAN KITCHEN IN TOWN INC,MARIAS ITALIAN KITCHEN,16608 VENTURA BLVD,ENCINO,16608 VENTURA 91436-1913,16533 Arminta,Van Nuys,91406-1745,722110,Full-service restaurants,4,09/01/1989,,"(34.1578, -118.4948)"
0003255417-0001-0,JOSE ENRIQUE DIAZ Y CARMEN KOSONOY,LA CARRETA,1471 E VERNON AVENUE,LOS ANGELES,1471 VERNON 90011-3828,POST OFFICE BOX #111789,LOS ANGELES,90011-9789,722110,Full-service restaurants,9,01/01/2013,,
0003286528-0002-1,"ANGEL CITY BELL, LLC",TACO BELL 39784,8250 LAUREL CANYON BLVD,NORTH HOLLYWOOD,8250 Laurel Canyon 91605-1431,3120 S Durango #305,Las Vegas,89117-4454,722110,Full-service restaurants,6,12/01/2021,,"(34.221, -118.3962)"
0003363628-0001-1,MOM PLEASE UKRAINIAN FOOD LLC,,13151 Fountain Park,Los Angeles,13151 FOUNTAIN PARK 90094,555 S Barrington S #230,Los Angeles,90049-4353,722110,Full-service restaurants,11,03/01/2023,,"(33.9748, 33.9748)"
0003364379-0001-7,JAIRO HERRERA,TRADICI?N DE ANNA | TRADICION DE ANNA,10533 S Inglewood,Inglewood,10533 INGLEWOOD 90304,4832 W 117th,Hawthorne,90250-2011,722110,Full-service restaurants,0,04/01/2023,,"(33.9403, 33.9403)"
0003070485-0001-1,VAUS ENTERPRISES INC,DOWNTOWN PHILLY CHEESESTAKES,6506   LAUREL CANYON BLVD,NORTH HOLLYWOOD,6506 LAUREL CANYON 91606-1521,16345 Nordhoff,North Hills,91343-3807,722110,Full-service restaurants,2,08/15/2018,,"(34.1888, -118.3962)"
0002873789-0032-5,EVERYTABLE PBC,,8717 SANTA MONICA BLVD,WEST HOLLYWOOD,8717 Santa Monica 90069-4507,POST OFFICE BOX #58048,VERNON,90058-0048,722110,Full-service restaurants,0,03/26/2023,,"(34.0875, -118.3808)"
0003361134-0001-1,WOO MI KWAN INC,,620 S Harvard #2ND,Los Angeles,620 HARVARD 90005,,,,722110,Full-service restaurants,10,01/01/2023,,"(34.0628, 34.0628)"
0003366183-0001-1,AOYUZU USA INC,KANEYOSHI,111 S San Pedro,Los Angeles,111 SAN PEDRO 90012,,,,722110,Full-service restaurants,14,01/01/2023,,"(34.0503, 34.0503)"
0000957670-0001-5,P R PERNECKY MANAGEMENT CORP,MCDONALD'S,4947 HUNTINGTON DRIVE N,LOS ANGELES,4947 HUNTINGTON 90032-1643,100 Corson #230,Pasadena,91103-3800,722110,Full-service restaurants,14,03/01/1999,,"(34.0875, -118.1752)"
0003366964-0001-4,ALTA ADAMS RESTAURANT PROJECT LLC,ALTA ADAMS,5359 W Adams,Los Angeles,5359 ADAMS 90016,,,,722110,Full-service restaurants,10,04/05/2023,,"(34.0327, 34.0327)"
0003227181-0004-3,MGD FOOD LLC,,9346 CORBIN AVENUE    #KITCHEN 1,NORTHRIDGE,9346 CORBIN 91324-2544,686 N SPRING STREET SUITE #103,LOS ANGELES,90012-2835,722110,Full-service restaurants,12,01/01/2023,,
0003150117-0001-3,HECTOR R GALINDO,EL PULPO MOJADO SEAFOOD,6210 S VERMONT AVENUE,LOS ANGELES,6210 VERMONT 90044-3720,9351 Washburn #15,Downey,90242-2955,722110,Full-service restaurants,9,09/18/2019,,"(33.9833, -118.2912)"
0003338311-0001-9,BACARI OPERATIONS LLC,,"14106 VENTURA BLVD UNIT #5, #7",SHERMAN OAKS,14106 VENTURA 91423-2778,2316 S UNION AVENUE SUITE #1,LOS ANGELES,90007-1843,722110,Full-service restaurants,4,11/11/2022,,"(34.1491, -118.4403)"
0003349473-0001-1,SEVEN THREE MELROSE LLC,APB,7302 Melrose,Los Angeles,7302 MELROSE 90046-7513,,,,722110,Full-service restaurants,5,01/01/2023,,"(34.0833, 34.0833)"
0000486068-0026-9,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL #1310,6290 W SUNSET BLVD,LOS ANGELES,6290 SUNSET 90028-8711,POST OFFICE BOX #182566,COLUMBUS,43218-2566,722110,Full-service restaurants,13,06/18/2010,,"(34.0979, -118.3264)"
0003336212-0001-1,DAN TOPANGA LLC,DAN MODERN CHINESE,6250 TOPANGA CANYON BLVD SUITE #1595,WOODLAND HILLS,6250 TOPANGA CANYON 91303,2848 Colorado,Santa Monica,90404-0404,722110,Full-service restaurants,0,11/01/2022,,"(0.0, 0.0)"
0002760168-0001-1,"FLAME PIZZERIA, LLC",,19309 VANOWEN STREET,RESEDA,19309 VANOWEN 91335-5023,6159 GOODLAND AVENUE,NORTH HOLLYWOOD,91606-4337,722110,Full-service restaurants,3,07/02/2014,,"(34.1938, -118.5538)"
0003337768-0002-2,SULMY YOJANA OLIVARES AGUILAR,RESTAURANTE LAS COLOCHAS #1,9518 S MAIN STREET,LOS ANGELES,9518 Main 90003-4223,,,,722110,Full-service restaurants,8,11/02/2022,,"(33.9495, -118.2736)"
0003274905-0001-3,LA CONDESA DTLA INC,LA CONDE,800 W 6TH STREET,LOS ANGELES,800 6TH 90017-2704,,,,722110,Full-service restaurants,14,07/20/2022,,
0003336841-0001-6,TMT LEADERS INC,TIGER WOK,18300 VANOWEN STREET SUITE #3,RESEDA,18300 Vanowen 91335-5492,,,,722110,Full-service restaurants,4,04/01/2022,,"(34.1928, -118.5327)"
0003336272-0001-2,DAISHA THOMAS,DAI?S SEA & SOULFOOD | DAI?S SEA & SOULFOOD,531 S Park View #102,Los Angeles,531 PARK VIEW 90057,,,,722110,Full-service restaurants,1,10/25/2022,,"(34.062, 34.062)"
0003288052-0001-0,"GOOD TO GO FOODS, LLC",STOUT BURGERS,835 W JEFFERSON BLVD SUITE #1710,LOS ANGELES,835 JEFFERSON 90089-1710,3291 N BUFFALO DRIVE SUITE #120,LAS VEGAS,89129-7437,722110,Full-service restaurants,9,12/06/2021,,
0003263401-0001-1,TRES TIGRES VENICE LLC,PALOMA,600   VENICE BLVD,VENICE,600 VENICE 90291,600 VENICE BLVD,VENICE,90291-4801,722110,Full-service restaurants,11,08/01/2021,,"(33.989, -118.462)"
0003336180-0001-9,ARMARKED LLC,CAFE FOODELICIOUS,8063 VINELAND AVENUE,SUN VALLEY,8063 Vineland 91352-3951,11117 LULL STREET,SUN VALLEY,91352-4719,722110,Full-service restaurants,6,11/10/2022,,"(34.2171, -118.3705)"
0003335350-0001-7,GRANDMASTHAIKITCHEN CORPORATION,GRANDMAS THAI KITCHEN,11622 VENTURA BLVD,STUDIO CITY,11622 Ventura 91604-2613,,,,722110,Full-service restaurants,4,11/01/2022,,"(34.1402, -118.3857)"
0000099582-0004-5,"CREWS HOSPITALITY, LLC",KLATCH,700 WORLD WAY MEZZANINE #TERM 7 #3,LOS ANGELES,700 WORLD 90045-5836,3291 N BUFFALO DRIVE SUITE #120,LAS VEGAS,89129-7437,722110,Full-service restaurants,11,01/01/2017,,
0003336285-0001-0,ARGO MEDITERRANEAN GRILL INC,,11923 VENTURA BLVD,STUDIO CITY,11923 Ventura 91604-2607,,,,722110,Full-service restaurants,4,09/29/2022,,"(34.1431, -118.3915)"
0003336561-0001-9,MATEO BERMUDEZ LAZARO,CASA DE NATI,15456 DEVONSHIRE STREET,MISSION HILLS,15456 Devonshire 91345-2619,,,,722110,Full-service restaurants,7,01/26/2022,,"(34.257, -118.4694)"
0003240725-0002-4,"KISMET ROTISSERIE, LLC",,4220 N Coldwater Canyon   #140,Studio City,4220 COLDWATER CANYON 91604,4648 HOLLYWOOD BLVD,LOS ANGELES,90027-5408,722110,Full-service restaurants,4,10/20/2022,,"(34.1475, 34.1475)"
0003336885-0001-9,CORNER GOURMET MARKET LLC,,559 N Hoover,Los Angeles,559 HOOVER 90004,,,,722110,Full-service restaurants,13,11/01/2022,,"(34.0811, 34.0811)"
0003337790-0001-9,ANDREW CANTARERO,REROS BURRITO CO,4020 LINCOLN BLVD,MARINA DEL REY,4020 Lincoln 90292-5481,,,,722110,Full-service restaurants,11,09/01/2022,,"(33.9901, -118.447)"
0003336121-0001-1,SPRING ARCADE COFFEE HOUSE LLC,SPRING ARCADE COFFEEHOUSE,541 S Spring #130,Los Angeles,541 SPRING 90013,541 S Spring #130,Los Angeles,90013-1976,722110,Full-service restaurants,14,10/26/2022,,"(34.0468, 34.0468)"
0003212280-0001-0,"MUSTARD 1948, INC",MUSTARD SEED CAFE,1948 HILLHURST AVENUE,LOS ANGELES,1948 Hillhurst 90027-2712,,,,722110,Full-service restaurants,4,09/17/2020,,"(34.1067, -118.2871)"
0003334406-0001-7,GOODFOOD WS INC,SEOKSIKDANG,698 S Vermont #106,Los Angeles,698 VERMONT 90005,,,,722110,Full-service restaurants,10,10/17/2022,,"(34.0601, 34.0601)"
0002963644-0001-9,SAVC LLC,,6377   HOLLYWOOD BLVD,LOS ANGELES,6377 HOLLYWOOD 90028-6310,9945 SHADOW HILLS DRIVE,SHADOW HILLS,91040-1516,722110,Full-service restaurants,13,04/01/2017,,"(34.1019, -118.3291)"
0003336529-0001-1,"THE PI ON SUNSET, INC",,10658 ZELZAH AVENUE,GRANADA HILLS,10658 Zelzah 91344-5948,,,,722110,Full-service restaurants,12,01/01/2021,,"(34.264, -118.523)"
0003337986-0001-9,SHIN FAMILY ROCKS ON VERMONT INC,WABA GRILL ON VERMONT,1134 N VERMONT AVENUE,LOS ANGELES,1134 Vermont 90029-1702,,,,722110,Full-service restaurants,13,11/14/2022,,"(34.0917, -118.2911)"
0003333309-0001-5,JJJMLC INC,TANG HUO KUNG FU II,3450 W 6th #110,Los Angeles,3450 6TH 90020,,,,722110,Full-service restaurants,10,10/15/2022,,"(34.0632, 34.0632)"
0003335747-0001-8,AMOR EN LA COCINA LLC,,13645 FOOTHILL BLVD,SYLMAR,13645 FOOTHILL 91342-3103,10471 GLENOAKS BLVD SPACE #48,PACOIMA,91331-7248,722110,Full-service restaurants,0,08/28/2022,,"(34.3079, -118.4306)"
0003336505-0001-5,IGNACIO R VASQUEZ CRUZ,THE EVERGREEN CAFE,2831 WABASH AVENUE,LOS ANGELES,2831 WABASH 90033-2604,1040 N FICKETT STREET,LOS ANGELES,90033-2013,722110,Full-service restaurants,14,10/20/2022,,"(34.0505, -118.1978)"
0002636880-0001-8,HWANG GROUPS INC,SPOON BY H,7158 BEVERLY BLVD,LOS ANGELES,7158 BEVERLY 90036-2547,5200 Wilshire #754,Los Angeles,90036-5080,722110,Full-service restaurants,5,09/21/2012,,"(34.0761, -118.3453)"
0003335500-0001-5,735 FIG LLC,,735 S FIGUEROA STREET SUITE #118,LOS ANGELES,735 FIGUEROA 90017-2561,4622 ROXBURY DRIVE,IRVINE,92604-2322,722110,Full-service restaurants,14,01/01/2023,,
0003336639-0001-2,MARIA A ORTIZ OLIVARES/SULMY YOJARA OLIVARES AGUILAR,RESTAURANTE CENTRO AMERICANO LAS COLOCHAS #2,7825 S BROADWAY,LOS ANGELES,7825 BROADWAY 90003-2435,,,,722110,Full-service restaurants,9,10/04/2022,,
0003331458-0001-2,BLUEYS VENICE LLC,,12825 Venice,Los Angeles,12825 VENICE 90066,1366 Rose,Venice,90291-2913,722110,Full-service restaurants,11,10/18/2022,,"(34.0003, 34.0003)"
0003087842-0001-3,NOWHERE GROUP LLC,HIGH TIDE RESTAURANT,605 E 4TH STREET,LOS ANGELES,605 4TH 90013-2105,506 S SPRING STREET   UNIT #13563,LOS ANGELES,90013-3232,722110,Full-service restaurants,14,01/01/2019,,"(34.0445, -118.2404)"
0003332692-0001-3,PITFIRE WOODLAND HILLS LLC,PITFIRE PIZZA,6250 TOPANGA CANYON BLVD SUITE #1550,WOODLAND HILLS,6250 TOPANGA CANYON 91367-2279,2434 LINCOLN BLVD UNIT #3,VENICE,90291-6035,722110,Full-service restaurants,0,10/31/2022,,
0003335628-0001-7,MARTHA NAVARRO,EL RINCONSITO SABROSO,5455 N Figueroa,Los Angeles,5455 FIGUEROA 90042,,,,722110,Full-service restaurants,1,11/01/2022,,"(34.1087, 34.1087)"
0003331737-0001-5,CALI PHO NIA 2,,15355 Sherman #U,Van Nuys,15355 SHERMAN 91406,15355 Sherman #U,Van Nuys,91406-4200,722110,Full-service restaurants,6,11/01/2022,,"(34.2018, 34.2018)"
0003334017-0001-2,JIN SOL GUKBAP USA INC+,,4031 W 3rd,Los Angeles,4031 3RD 90020,2849 W Olympic,Los Angeles,90006-2619,722110,Full-service restaurants,10,11/01/2022,,"(34.0692, 34.0692)"
0003337768-0001-4,SULMY YOJANA OLIVARES AGUILAR,RESTAURANTE LAS COLOCHAS # 2,7825 S BROADWAY,LOS ANGELES,7825 BROADWAY 90003-2435,,,,722110,Full-service restaurants,9,11/02/2022,,"(33.9686, -118.2785)"
0003336147-0001-6,JESSICA MARAVER,PARRILLA SALVADORENA,3701 E 1ST STREET,LOS ANGELES,3701 1ST 90063-2301,,,,722110,Full-service restaurants,0,11/01/2022,,
0003337881-0001-8,SIGNATURE BANQUET INC,,6353 VAN NUYS BLVD,VAN NUYS,6353 Van Nuys 91401-1401,,,,722110,Full-service restaurants,6,11/08/2022,,"(34.1858, -118.4492)"
0000195266-0001-3,JACK H/PUI H LAU,BABMOO GARDEN,8844 S VERMONT AVENUE,LOS ANGELES,8844 VERMONT 90044-4832,22029 GRANT AVENUE,TORRANCE,90503-6924,722110,Full-service restaurants,8,08/13/1979,,"(33.9569, -118.2915)"
0003334360-0001-3,KINGS JUNCTION LLC,TONCHIN LA,5665 Melrose,Los Angeles,5665 MELROSE 90038,1101 S Winchester #L239,San Jose,95128-3904,722110,Full-service restaurants,13,10/10/2022,,"(34.0838, 34.0838)"
0002717320-0001-5,DOWNTOWN PEKING TAVERN LLC,DOWNTOWN PEKING TAVEERN,236 S LOS ANGELES STREET SUITE #G,LOS ANGELES,236 LOS ANGELES 90012-3790,132 6TH STREET,SEAL BEACH,90740-6131,722110,Full-service restaurants,14,10/01/2013,,"(34.0491, -118.2436)"
0003361624-0001-9,THREE BEARS BURGERS LLC,,634 W 65th,Los Angeles,634 65TH 90044,17179 Chatsworth #7,Granada Hills,91344-5767,722110,Full-service restaurants,8,02/21/2023,,"(33.9805, 33.9805)"
0003336755-0001-0,"RTS PRODUCTIONS,LLC",OLIVE & GRILL,12229 Ventura,Studio City,12229 VENTURA 91604,14241 W Ventura #300,Sherman Oaks,91423-2775,722110,Full-service restaurants,4,10/15/2018,,"(34.1436, 34.1436)"
0003325933-0001-6,SUSHI715 AD LLC,715,738 E 3RD STREET,LOS ANGELES,738 3RD 90013-1818,9307 ALONDRA BLVD APT #1,BELLFLOWER,90706-4332,722110,Full-service restaurants,14,07/28/2022,,"(34.0455, -118.2367)"
0002941655-0003-6,CALIFORNIA FISH GRILL LLC,,19525 NORDHOFF STREET SUITE #40,NORTHRIDGE,19525 Nordhoff 91324-7408,17310 RED HILL AVENUE #330,IRVINE,92614-5638,722110,Full-service restaurants,12,12/28/2020,,"(34.2356, -118.5587)"
0003334753-0001-6,"BELLCLAIRE, INC",,4682 YORK BLVD UNIT #D,LOS ANGELES,4682 YORK 90041-3384,,,,722110,Full-service restaurants,14,01/01/2022,,
0003337571-0001-0,WILSHIRE MASJIB CORP,,3959 WILSHIRE BLVD SUITE #A11,LOS ANGELES,3959 Wilshire 90010-3300,,,,722110,Full-service restaurants,10,09/23/2022,,"(34.062, -118.3133)"
0002853470-0005-6,COMPASS ONE LLC,EUREST DINING@CAPITAL ONE CAFE,6600 CA - 27   SUITE #1038,CANOGA PARK,6600 CA - 27 91303,2400 YORKMONT ROAD,CHARLOTTE,28217-4511,722110,Full-service restaurants,0,09/26/2022,,"(0.0, 0.0)"
0003336359-0001-5,KITCHEN67 LLC,GASTROBOT,5168 Wilshire,Los Angeles,5168 WILSHIRE 90036,,,,722110,Full-service restaurants,5,10/28/2022,,"(34.0619, 34.0619)"
0000099582-0003-7,"CREWS HOSPITALITY, LLC",ROCK & BREWS,500 WORLD WAY MEZZANINE #TERM 5 #9,LOS ANGELES,500 WORLD 90045-5891,3291 N BUFFALO DRIVE SUITE #120,LAS VEGAS,89129-7437,722110,Full-service restaurants,11,01/01/2017,,
0002691689-0001-4,"E&E RISTORANTE GROUP, INC.",WOOD HANDCRAFTED PIZZA,2861 W SUNSET BLVD,LOS ANGELES,2861 SUNSET 90026-2125,,,,722110,Full-service restaurants,13,09/09/2013,,"(34.0826, -118.2729)"
0003336955-0001-6,1036 S GRAND LLC,THE SHOWROOM DTLA,1036 S GRAND AVENUE,LOS ANGELES,1036 GRAND 90015-1404,3435 OCEAN PARK BLVD #107,SANTA MONICA,90405-3301,722110,Full-service restaurants,14,11/01/2022,,
0003256051-0003-8,TASTE OF THE CARIBBEAN EXPRESS INC,,5920 SANTA MONICA BLVD,LOS ANGELES,5920 Santa Monica 90038-2043,,,,722110,Full-service restaurants,13,11/04/2022,,"(34.0906, -118.3185)"
0003335685-0001-5,SOON NAM LIAM,RAKU KOREA,1111 PACIFIC COAST HIGHWAY SUITE #1,HARBOR CITY,1111 Pacific Coast 90710-3544,,,,722110,Full-service restaurants,15,09/15/2022,,"(33.7908, -118.2958)"
0003335255-0001-1,PRIMA CANTINA PACIFIC PALISADES LLC,PRIMA CANTINA,15246 W Sunset,Pacific Palisades,15246 SUNSET 90272,,,,722110,Full-service restaurants,11,10/17/2022,,"(34.0466, 34.0466)"
0003336456-0001-0,SMACKIN CRAB LLC,,5012 W 21st,Los Angeles,5012 21ST 90016,115 E Del Amo #202,Carson,90745-3837,722110,Full-service restaurants,10,01/15/2021,,"(34.0386, 34.0386)"
0003337626-0001-2,CHA HE CAI LLC,#1 CHINESE FAST FOOD,8606 S Vermont,Los Angeles,8606 VERMONT 90044,,,,722110,Full-service restaurants,8,10/24/2022,,"(33.9598, 33.9598)"
0003336020-0001-9,KSSJ DEVELOPMENT INC,,3211 BEVERLY BLVD,LOS ANGELES,3211 Beverly 90057-1017,,,,722110,Full-service restaurants,13,10/01/2022,,"(34.0726, -118.2834)"
0003336475-0001-2,TJUNDER90 INC,EGG TUCK,1049 Gayley,Los Angeles,1049 GAYLEY 90024,2501 E Chapman #200,Fullerton,92831-3135,722110,Full-service restaurants,5,10/01/2022,,"(34.0609, 34.0609)"
0003335378-0001-1,CAFE CARAVAN INC,,4459 W Sunset,Los Angeles,4459 SUNSET 90027,,,,722110,Full-service restaurants,4,10/07/2022,,"(34.098, 34.098)"
0003336663-0001-6,BREAKFAST NATION INC,THE NOOK,8311 Lincoln,Los Angeles,8311 LINCOLN 90045,,,,722110,Full-service restaurants,11,11/01/2022,,"(33.9623, 33.9623)"
0003335367-0001-2,JAMRA GRILL INC,MIRAGE RESTAURANT,7275 MELROSE AVENUE    #B,LOS ANGELES,7275 MELROSE 90046-7625,,,,722110,Full-service restaurants,5,10/18/2022,,"(34.0838, -118.3484)"
0003335314-0001-1,ENRIQUE NUNEZ,QUIQUE'S CATERING,37610 Lilacview,Palmdale,37610 LILACVIEW 93550,,,,722110,Full-service restaurants,0,05/22/2022,,"(34.566, 34.566)"
0003291486-0001-7,HIDEOUT CAFE LLC,,20700 VENTURA BLVD    #120,WOODLAND HILLS,20700 Ventura 91364-6274,15113 SATICOY STREET APT #7,VAN NUYS,91405-4903,722110,Full-service restaurants,3,02/10/2022,,"(34.1663, -118.5839)"
0003336378-0001-8,MEEZ INC,,23508 CALABASAS ROAD,CALABASAS,23508 CALABASAS 91302-1310,,,,722110,Full-service restaurants,0,11/10/2022,,"(34.1571, -118.6386)"
0002584737-0001-5,"FAMILIA UNIDA FLORENTINO, INC.",TAM'S #2,4301 S FIGUEROA STREET UNIT #H,LOS ANGELES,4301 FIGUEROA 90037-2671,,,,722110,Full-service restaurants,9,10/31/2011,,"(34.0054, -118.2827)"
0003143632-0001-4,ZASS LLC,KAMINARI GYOZA,323 E 1ST STREET,LOS ANGELES,323 1ST 90012,323 E 1ST STREET,LOS ANGELES,90012-3901,722110,Full-service restaurants,14,09/01/2019,,"(34.0502, -118.2401)"
0003336535-0001-6,LINDO LLC,CABOCO,1850 INDUSTRIAL STREET,LOS ANGELES,1850 INDUSTRIAL 90021-1244,2023 BEVERLY BLVD #1582,LOS ANGELES,90057-2417,722110,Full-service restaurants,14,09/01/2021,,"(34.0355, -118.2329)"
0003335128-0001-6,HONEST ABE CIDERY LLC,SOCAL VIBES CO,1522 Abbot Kinney,Venice,1522 ABBOT KINNEY 90291,17812 S Main,Gardena,90248-3555,722110,Full-service restaurants,11,10/17/2022,,"(33.9899, 33.9899)"
0003370837-0001-1,SAGRADO BAR INC,"SAGRADO ENTERTAINMENT, LLC",3216 GLENDALE BLVD,LOS ANGELES,3216 Glendale 90039-1811,,,,722110,Full-service restaurants,13,05/01/2023,,"(34.1178, -118.2605)"
0003366470-0001-9,COCOTTE RESTAURANT GROUP LLC,HOUSE OF COCOTTE,2028 E 7th,Los Angeles,2028 7TH 90021,,,,722110,Full-service restaurants,14,04/03/2023,,"(34.0343, 34.0343)"
0003365199-0001-5,ROCCO?S DELI ITALIANO 2 LLC,WEST COAST PHILLY?S | WEST COAST PHILLY?S,1902 S Pacific,San Pedro,1902 PACIFIC 90731,,,,722110,Full-service restaurants,15,03/25/2023,,"(33.7268, 33.7268)"
0003367867-0001-7,GGD MOVSESYAN INC,,3236 N SAN FERNANDO BLVD,BURBANK,3236 SAN FERNANDO 91504-2528,,,,722110,Full-service restaurants,0,01/01/2016,,
0003359183-0001-7,TRANI'S DOCKSIDE,,311 E 22nd BUILDING,San Pedro,311 22ND 90731,,,,722110,Full-service restaurants,15,03/22/2023,,"(33.727, 33.727)"
0003370825-0001-9,FRESH AGAVE GROUP INC,,701 W CESAR E CHAVEZ AVENUE SUITE #108,LOS ANGELES,701 CESAR E CHAVEZ 90012-2184,30303 VIA BORICA,RANCHO PALOS VERDES,90275-4415,722110,Full-service restaurants,1,04/01/2023,,
0003366001-0002-3,DUNE ON SUNSET LLC,SPACE C,5940 W SUNSET BLVD,LOS ANGELES,5940 SUNSET 90028-6521,1469 TAMARIND AVENUE,LOS ANGELES,90028-8412,722110,Full-service restaurants,13,04/01/2023,,"(34.0978, -118.3192)"
0003167607-0001-8,"NOHO SPORTS CENTER, INC.",THE RENEGADE BAR NOHO,11136   MAGNOLIA BLVD,NORTH HOLLYWOOD,11136 MAGNOLIA 91601,1288 N VEUGO   ROAD SUITE #B,GLENDALE,91206-6303,722110,Full-service restaurants,2,12/01/2019,,"(34.1647, -118.3737)"
0003074853-0001-3,TAB DINING GROUP INC,MIXTAPE / MIXTAPE RESTAURANT,7450   BEVERLY BLVD,LOS ANGELES,7450 BEVERLY 90036-2701,14241 Ventura #300,Sherman Oaks,91423-2775,722110,Full-service restaurants,5,09/11/2018,,"(34.0759, -118.3525)"
0000648745-0001-0,MAX ZR INC,MARIAS ITALIAN KITCHEN,23331 MULHOLLAND DRIVE,WOODLAND HILLS,23331 MULHOLLAND 91364-2734,16533 ARMINTA STREET,VAN NUYS,91406-1745,722110,Full-service restaurants,3,09/30/1994,,"(34.157, -118.6348)"
0003150249-0004-6,WALDORF RESTAURANT GROUP CESAR CHAVEZ LLC,EL POLLO LOCO 3930,3959 WILSHIRE BLVD SUITE #A1,LOS ANGELES,3959 WILSHIRE 90010-3315,2700 PACIFIC COAST HIGHWAY FLOOR #2,TORRANCE,90505-7061,722110,Full-service restaurants,10,02/01/2023,,"(34.062, -118.3133)"
0003286277-0002-0,SRIHARMAN GROUP INC,,701 W CESAR E CHAVEZ AVENUE SUITE #107,LOS ANGELES,701 CESAR E CHAVEZ 90012-2184,30303 VIA BORICA,RANCHO PALOS VERDES,90275-4415,722110,Full-service restaurants,1,01/01/2023,,"(34.0615, -118.2439)"
0003364854-0001-8,123PHO TORRANCE LLC,123PHO,980 W 190th #A1,Torrance,980 190TH 90502,,,,722110,Full-service restaurants,0,04/01/2023,,"(33.8316, 33.8316)"
